###文件开始###
#稳定性 各算法在不同规模数据集下的index时间（s）
#'biomine'
# 0.2 0.4 0.6 0.8 1.0
# scale             drc         	 int         dou
0.2        			12.583           10.895      0.546
0.4        			265.703          110.473     2.681
0.6        			1786.069         431.620     10.010
0.8        			7814.941         1208.718    30.215
1.0        			24839.040        1739.477    72.829
